Employee_Name,Department,Years_Experience,Salary
Christophe Collin-Baudry,Service,20,54127.23
Lorraine Ledoux du Leduc,Sales,28,73231.15
Jacqueline Paris du Ribeiro,Service,28,29430.36
Alexandria Buisson,Service,24,119510.2
Étienne Fournier,Sales,10,49146.7
Marie Lejeune,Management,22,24897.14
Zacharie Hebert,Service,12,23767.85
Lucas Philippe Le Vallée,Service,9,34051.69
Alphonse Antoine,Sales,15,20113.62
Suzanne Germain,Management,17,60930.73
Sophie de Pelletier,Sales,23,45173.62
Audrey du Paris,Sales,6,33923.37
Benoît du Marchal,Sales,6,106222.09
Alfred Mathieu,Sales,26,82487.9
Jules Jourdan,Service,7,73311.13
Anne Poulain,Service,8,118909.26
Agathe Leclercq,Sales,24,96709.54
Olivier Meunier-Delmas,Sales,11,50300.62
Maurice Dupont-Barre,Sales,30,46358.79
Raymond Charpentier de Morel,Service,6,106237.03
Augustin de Delmas,Service,7,25485.41
Anne Godard,Sales,9,39268.84
Susanne Brunet,Management,19,84051.28
Thibaut Caron,Management,5,107581.91
Alain Leclercq de la Dumas,Management,17,105377.08
Antoinette Fleury,Sales,29,103964.52
Geneviève Boucher,Service,30,117538.58
Matthieu Laine-Marchand,Service,26,108600.71
Adélaïde Léger,Sales,24,34651.12
Zoé Jacquet-Hoarau,Sales,14,73656.66
Denis-Édouard Guibert,Management,13,88574.86
Thomas de Clerc,Management,4,116470.99
Suzanne-Hortense Gimenez,Sales,3,91623.15
Georges-Léon Toussaint,Management,30,38911.44
André Da Silva,Management,16,34378.17
Guy Colas,Service,2,104531.28
Adèle Laurent,Management,13,114358.06
Stéphane Lefort,Management,26,105130.6
Alex Le Buisson,Sales,13,29463.37
Suzanne Fournier,Sales,25,104484.0
Vincent du Renaud,Sales,22,45631.28
Stéphane Gautier,Sales,21,88721.11
Martin Étienne de la Masse,Sales,6,47260.31
Charles Deschamps,Management,25,74320.37
Louise Lévêque,Management,21,51551.57
Élisabeth Legendre,Management,3,36405.86
Charlotte Picard,Management,22,63312.59
Corinne Foucher,Sales,12,81274.19
Julie de la Boulay,Sales,27,109115.51
Thibault Mallet,Sales,20,45217.95
Auguste Bonnet,Management,11,79345.54
Julien de la Morin,Management,15,74602.64
Mathilde Aubry,Service,14,95434.43
Céline Peron,Sales,26,119654.38
Christelle Poulain,Management,11,53489.21
Alexandrie Lopez,Sales,20,53576.07
Véronique Peron,Management,26,100038.71
Louise Philippe,Management,28,92295.89
André Marchal-Mahe,Management,17,119440.72
Thierry Hoareau-Rousset,Service,14,99412.72
Martine de Morin,Service,29,74847.42
Luc Seguin,Management,16,72139.67
Louise-Manon Picard,Service,4,21880.33
Bertrand Besnard,Management,23,103154.33
Diane Lebon,Service,17,109533.41
Danielle Bègue,Sales,17,94808.66
Clémence du Rivière,Management,1,96223.85
Isabelle de la Renard,Management,16,42570.47
Nath Dos Santos,Service,14,32101.84
Andrée Bertin,Management,20,107862.16
Frédéric Guilbert,Service,12,74318.74
Anastasie Samson,Service,15,113136.61
Renée Berger,Management,14,35054.33
Paul-Marc Fernandes,Service,17,97878.56
Claire Fernandes,Management,20,95519.3
Geneviève Léger,Management,6,81909.18
Louise Sauvage,Service,11,88667.01
Léon Masson de la Leduc,Management,13,72644.56
Gabriel Joseph,Sales,26,56004.54
Sylvie Texier du Rousseau,Management,22,54683.79
Sébastien Didier du Delorme,Service,24,83729.57
Victoire Merle,Sales,10,102340.42
Julie Paul,Management,16,113949.74
Richard Seguin,Service,24,78694.03
Paul-Isaac Maréchal,Management,28,94761.58
Christophe Ferreira-Colin,Service,10,38682.66
Catherine Colin-Samson,Management,2,115071.66
Odette Hoareau,Service,14,54365.12
Georges Sauvage,Service,15,93746.47
Éric Thibault,Management,20,41353.24
Bernadette de la Rolland,Service,26,75673.45
Sébastien-Martin Adam,Service,13,89859.7
Paul Jourdan,Sales,30,91446.46
Émilie Devaux-Vasseur,Management,7,34211.58
Benoît Gilbert,Service,15,86657.37
Xavier Bonnin,Management,5,89669.4
Alix-Anaïs Letellier,Management,27,110254.65
Claudine Muller de Dupuis,Service,8,27452.29
Joséphine Roussel,Management,10,44883.64
Thierry Renard,Management,3,76028.04
Josette Legros,Management,3,44777.96
Étienne Schmitt du Jacquot,Service,29,101135.48
Céline Joly,Management,9,36621.15
Adélaïde Guyot,Service,25,58660.05
Henri-François Descamps,Sales,8,89593.2
Noémi De Oliveira de Dupuy,Management,3,84919.91
Anne Chartier-Ramos,Service,13,53619.09
Zoé Perret de Blanc,Management,21,90270.11
Margaud Rodrigues,Sales,11,98606.81
Marie-Antoinette Chauveau,Service,4,36180.04
Victor Riou,Management,16,118219.54
Hélène Klein de la Boulay,Sales,9,74748.8
Léon Mahe,Management,25,66391.74
Antoinette Gomes,Service,17,75000.82
Charles Besson,Sales,29,118417.03
Philippe Riou,Service,27,64457.2
Thérèse Perez,Service,3,70040.91
Marc Berthelot,Management,14,29433.68
Louise de la Paris,Sales,21,76920.82
Léon du Gilbert,Sales,13,59510.2
Éléonore-Françoise Marchal,Service,4,48191.43
Honoré Mallet,Management,23,104071.35
Inès Navarro,Sales,11,61389.55
Victoire Jourdan,Sales,14,117804.08
Josette Mathieu,Service,29,94653.88
Jules Fontaine,Service,3,69241.15
Jacques Humbert,Management,11,48480.62
Bertrand Laurent de Brunel,Sales,23,106991.65
Henri Bousquet-Dumont,Management,25,46983.72
Victor Charrier,Sales,12,104122.97
Simone-Margot Ribeiro,Sales,13,78506.66
Édith Bernard,Sales,22,43441.49
Théophile Lamy,Management,7,69693.07
Alexandrie Lacombe Le Guyon,Sales,21,34505.86
Alain Bonnin de Guillaume,Service,20,33605.49
Hélène Hebert,Service,30,78896.76
Mathilde Morin,Sales,26,37643.52
Augustin Guichard,Management,26,66720.13
Marthe-Suzanne Gérard,Sales,22,91705.64
André-Alexandre François,Service,4,61068.86
Zoé Richard,Sales,3,114580.3
Anastasie Gérard,Management,1,39014.28
Benoît-Rémy Delaunay,Service,5,44400.4
Sylvie Rodriguez,Management,5,68179.55
David Roche,Management,30,46757.84
Charlotte Buisson,Management,2,33114.86
Marianne Marin,Service,21,112770.47
Élodie-Zoé Humbert,Sales,8,61358.21
Anaïs de la Jacquot,Management,17,87829.16
Guy Aubry,Management,20,79509.12
Sébastien Pichon-Duhamel,Sales,26,25962.96
Émile Rocher,Sales,23,70611.02
Nathalie Weiss,Service,17,87118.84
Claudine Chartier du Le Roux,Service,19,101468.28
Océane-Marie Brunel,Service,12,105300.9
Noël Weiss,Sales,19,23492.98
Robert Marchand,Sales,27,116456.53
Zoé Gomes,Management,15,103706.86
Océane Charrier,Service,20,101436.73
Lucie Salmon,Sales,3,55123.16
Noël Charrier du Colas,Service,22,41971.36
Alix Legendre,Service,23,101806.28
Pauline Duhamel,Sales,17,41617.19
Maurice Boucher,Management,2,44365.74
Maggie Berger,Service,22,83064.57
Antoine Evrard,Sales,11,64903.97
Théodore Thomas,Management,2,104381.33
Charles Gimenez,Service,9,109007.23
Noémi Boucher,Service,27,59396.03
Alix-Astrid Joubert,Management,19,58234.67
Thibaut Joseph,Service,25,92640.06
Gilbert Hamel,Management,27,59224.15
Michel Payet de la Leclerc,Management,8,72225.72
Guillaume Merle,Sales,7,110610.38
Tristan Bègue,Management,2,61415.54
Nath Rey,Management,14,52949.07
Henriette Le De Oliveira,Sales,2,55468.69
Arnaude Ribeiro,Service,24,90904.29
Margot Fournier,Management,1,110458.5
Jacques David,Service,29,90087.28
Aurore Marchand-Ollivier,Management,5,66229.18
Véronique Pasquier du Valette,Sales,23,118243.49
Laure Richard,Sales,14,111569.18
Élisabeth Becker,Management,13,84386.05
Nathalie Renaud-Pruvost,Service,24,49872.82
Pénélope Bertin-Barbe,Service,13,113343.72
Andrée-Céline Laroche,Sales,26,27666.07
Stéphane Poulain,Management,26,95240.13
Valentine Le Marie,Sales,3,82660.28
Charlotte Rousseau,Sales,21,53077.96
Brigitte Marie de Lévy,Management,22,77179.44
Margaux-Corinne Barthelemy,Management,16,39505.28
Suzanne-Élisabeth Rodriguez,Service,8,115258.87
Corinne Gilbert,Service,19,48020.51
Michelle Dupuy,Sales,23,46581.62
Caroline Étienne-Gallet,Management,3,49928.76
Honoré de Sanchez,Service,15,46266.69
Mathilde-Nathalie Bègue,Management,23,32500.22
Augustin Jacob,Service,16,21581.2
Arthur Picard,Management,3,48770.15
Roger-Gilles Thibault,Management,1,94752.81
Matthieu Benard,Management,4,76798.2
Édouard Chauvet,Service,7,90097.28
Christophe Le Roussel,Sales,13,43510.81
Madeleine Meunier,Service,27,64847.87
Gilbert Moreno,Management,8,81868.11
Arthur Gilles,Sales,22,98030.69
Patricia Renaud,Sales,13,37497.08
Alain Meunier de Fischer,Sales,10,102924.93
Frédéric Hamon,Management,17,56211.12
Paul-Denis Lebrun,Service,2,118695.51
Vincent Delahaye,Management,19,89890.97
Bernadette Nguyen-Leroux,Management,27,103420.39
Susan Nguyen,Sales,25,49479.83
Agathe Dijoux de la Barthelemy,Management,25,47374.99
Victor Foucher,Sales,23,52177.96
Élisabeth Turpin de Lefèvre,Service,28,106927.56
Édouard Besson,Management,9,67269.07
Daniel Hamon,Service,30,57612.83
Robert Dos Santos,Management,11,85594.34
Michel Leconte,Service,30,117565.64
Thibault Neveu,Management,5,116919.09
Anouk-Nathalie Garcia,Service,17,62189.42
Luce Lagarde,Sales,16,91152.61
Céline Maréchal,Sales,7,29797.07
Matthieu Gauthier,Service,5,107915.16
Stéphane De Sousa,Service,25,113087.34
René Rossi,Service,27,49965.82
Océane Navarro,Service,5,46805.14
Thibaut Fouquet-Perrin,Management,27,85826.03
Thierry de Guillaume,Management,18,22699.45
Nicolas Dias,Management,19,89694.27
Audrey Thierry,Service,28,40477.5
Juliette Poirier,Management,21,65480.73
Alexandre Le Lopez,Service,8,33620.43
Guy Nicolas,Sales,28,20409.86
Margot Leleu,Sales,1,46336.72
Eugène Fischer,Service,11,97574.11
Roland Julien-Barre,Service,11,113237.82
Adrien Prévost,Management,25,45561.0
Geneviève de la Bonneau,Management,26,100493.56
Antoinette David,Sales,12,96420.83
Jacques de la Muller,Management,10,29877.75
Théophile Moulin Le Lévy,Management,10,69599.7
Bernard du Clément,Sales,1,110766.48
Michelle Camus,Management,19,98139.02
Alphonse Jacques Le Gillet,Sales,16,58408.95
Alexandre Becker,Sales,1,41905.59
Augustin Brunel,Management,24,99456.12
Claude Weber-Bruneau,Management,26,112460.17
Dorothée Lagarde,Service,22,84004.19
Pénélope Lamy-Mercier,Sales,11,98718.02
Jacques Duhamel,Management,5,107995.06
Louis du Dufour,Service,21,35925.59
Joséphine Hoareau,Service,9,50596.47
Alain Ollivier,Service,27,54591.11
Danielle Guillou,Management,10,26783.59
Gérard Barbier-Pons,Sales,7,52210.11
Pauline-Agathe Gérard,Service,14,97610.79
Hugues de la Leblanc,Sales,17,101380.29
André Merle,Management,9,29780.82
Suzanne Picard-Henry,Service,16,37926.72
Thierry du Imbert,Management,16,21367.86
Juliette Robert-Diallo,Management,29,77772.52
Éléonore Chrétien,Sales,8,85531.99
Geneviève Normand,Management,21,42624.33
Noémi Barre,Management,20,24568.92
Robert-Joseph Weiss,Management,2,60452.07
Josette du Dumas,Management,3,65330.99
David-Alfred Ferrand,Service,1,67871.51
Gérard Duval,Management,20,27210.83
René Pruvost,Service,25,85383.51
Claude Le Menard,Management,30,83006.69
Lucas Collet,Sales,4,105673.05
Julie Masson de Diaz,Management,9,95383.74
Paul Laporte,Sales,19,44645.83
Arnaude Gonzalez,Service,29,91324.99
Honoré Hardy,Management,16,61707.04
Aurore Michel,Sales,11,94235.12
Marianne Ribeiro de la Perrin,Sales,21,20165.82
Benjamin Leclercq,Sales,18,108664.74
Étienne Roux,Service,4,25864.95
Éléonore Gay,Management,12,75074.59
Édith Bertrand,Sales,14,89632.54
Élodie Potier-Bourdon,Service,2,47835.17
Emmanuelle-Nathalie Parent,Service,27,28281.97
Étienne David,Sales,25,108741.3
Thibaut Martin,Service,9,55046.58
Claudine Le Gall,Management,6,97041.31
Isaac Michel,Service,24,110024.47
Martin-Noël Lamy,Service,11,93902.11
Sébastien Da Costa,Service,22,113317.22
Alex Perrin-Dumas,Sales,27,112112.06
Nicolas Lacroix,Sales,16,33001.44
Madeleine Thierry,Management,5,41414.14
Thomas-Martin Marie,Management,23,113227.07
Marc Lecomte,Sales,27,100401.4
Éléonore de Olivier,Service,1,101503.23
Thibaut Klein,Service,4,93513.71
Pénélope Jacquot,Service,18,103835.05
Sylvie Clément,Sales,12,49530.24
Éléonore Gilbert,Management,10,87139.65
Clémence Ramos,Sales,24,92791.38
Victoire Le Pineau,Management,17,69487.42
Adélaïde Benoit-Menard,Management,30,32374.22
Franck Denis,Service,22,102107.69
Alfred Descamps,Sales,22,44133.21
Célina Reynaud Le Roussel,Management,6,112239.95
Philippine Salmon du Marie,Management,30,74147.65
Margaux Lebreton,Service,12,47501.52
Alexandria Delorme,Service,26,79983.42
Anne de la Guillou,Sales,21,89651.6
Colette Brun,Sales,2,72121.65
Pauline Michel,Service,8,32737.6
Théodore-Théodore Foucher,Sales,8,45601.98
Roger-Olivier Besnard,Sales,25,44881.97
Philippe Allard de Toussaint,Sales,30,99127.78
Thierry-Adrien Rey,Sales,18,105046.07
Jacques Blin,Sales,14,25662.88
Émilie-Hortense Antoine,Service,24,21537.45
Claire-Nathalie Le Gall,Management,29,66425.47
Guy Pons,Sales,1,48539.02
Pierre Ribeiro,Sales,7,61083.72
Michèle Boulay,Service,27,90910.5
Jean Allard,Sales,11,108557.78
